Index,Time (s) Adjusted,grouped_wild type 2M Sbfr_Series001_Crop001_GCamP_Results_260123_Mean1,grouped_wild type 2M Sbfr_Series001_Crop001_GCamP_Results_260123_Mean2,grouped_wild type 2M Sbfr_Series002_Crop001_GCamP_Results_260123_Mean1,grouped_wild type 2M Sbfr_Series002_Crop001_GCamP_Results_260123_Mean2,grouped_wild type 2M Sbfr_Series005_Crop001_GCamP_Results_260123_Mean1,grouped_wild type 2M Sbfr_Series005_Crop001_GCamP_Results_260123_Mean2,grouped_wild type 2M Sbfr_Series007_Crop001_GCamP_Results_260123_Mean1,grouped_wild type 2M Sbfr_Series007_Crop001_GCamP_Results_260123_Mean2,grouped_wild type 2M Sbfr_Series008_Crop001_GCamP_Results_260123_Mean1,grouped_wild type 2M Sbfr_Series008_Crop001_GCamP_Results_260123_Mean2,grouped_wild type 2M Sbfr_Series009_Crop001_GCamP_Results_260123_Mean1,grouped_wild type 2M Sbfr_Series009_Crop001_GCamP_Results_260123_Mean2,grouped_wild type 2M Sbfr_Series011_Crop001_GCamP_Results_260123_Mean1,grouped_wild type 2M Sbfr_Series011_Crop001_GCamP_Results_260123_Mean2,grouped_wild type 2M Sbfr_Series013_Crop001_GCamP_Results_260123_Mean1,grouped_wild type 2M Sbfr_Series013_Crop001_GCamP_Results_260123_Mean2,grouped_wild type 2M Sbfr_Series015_Crop001_GCamP_Results_260123_Mean1,grouped_wild type 2M Sbfr_Series015_Crop001_GCamP_Results_260123_Mean2,grouped_wild type 2M Sbfr_Series017_Crop001_GCamP_Results_260123_Mean1,grouped_wild type 2M Sbfr_Series017_Crop001_GCamP_Results_260123_Mean2,grouped_wild type 2M Sbfr_Series019_Crop001_GCamP_Results_260123_Mean1,grouped_wild type 2M Sbfr_Series019_Crop001_GCamP_Results_260123_Mean2,grouped_wild type 2M Sbfr_Series021_Crop001_GCamP_Results_260123_Mean1,grouped_wild type 2M Sbfr_Series021_Crop001_GCamP_Results_260123_Mean2,grouped_wild type 2M Sbfr_Series023_Crop001_GCamP_Results_260123_Mean1,grouped_wild type 2M Sbfr_Series023_Crop001_GCamP_Results_260123_Mean2,grouped_wild type 2M Sbfr_Series024_Crop001_GCamP_Results_260123_Mean1,grouped_wild type 2M Sbfr_Series024_Crop001_GCamP_Results_260123_Mean2,grouped_wild type 2M Sbfr_Series025_Crop001_GCamP_Results_260123_Mean1,grouped_wild type 2M Sbfr_Series025_Crop001_GCamP_Results_260123_Mean2
296,29.5,15745.5,2509.705,16575.926,4666.593,6775.189,2170.478,6433.688,2219.175,7652.621,2303.894,9455.406,2490.652,19479.6,2161.04,10974.865,2744.985,6442.938,2359.906,12592.049,1262.984,5817.466,2274.125,7723.239,2396.88,13416.239,2170.257,27004.934,2645.333,18037.938,2384.051
297,29.6,15745.141,2513.372,16549.0,4681.444,6781.145,2159.944,6393.3,2211.175,7717.909,2287.833,9710.71,2454.594,19490.061,2172.54,10979.656,2759.075,6417.312,2346.594,12583.36,1249.984,5815.727,2272.682,7702.022,2408.185,13357.734,2157.212,27066.906,2630.933,17915.861,2372.874
298,29.7,15696.667,2508.064,16519.055,4649.222,6770.944,2161.056,6368.6,2213.4,7707.849,2277.803,9703.203,2458.623,19411.061,2161.42,10979.224,2754.836,6402.984,2360.438,12581.394,1255.574,5802.511,2265.875,7718.87,2406.076,13338.495,2161.549,27023.732,2635.373,17804.771,2381.165
299,29.8,15712.795,2494.513,16560.111,4634.5,6777.755,2168.145,6328.612,2209.788,7665.591,2296.197,9684.71,2458.435,19438.5,2168.28,10964.269,2752.463,6319.641,2353.047,12529.394,1254.246,5742.75,2261.648,7709.37,2403.217,13257.682,2167.549,27002.52,2621.027,17739.43,2380.392
300,29.9,15647.077,2510.897,16521.148,4620.704,6776.633,2167.645,6500.013,2213.65,7578.758,2304.212,9661.652,2463.188,19429.359,2157.42,10969.074,2744.746,6375.859,2349.484,12525.541,1250.59,5823.739,2280.148,7670.663,2405.37,13249.142,2162.752,27016.627,2625.133,17712.229,2380.354
301,30.0,15638.23,2498.577,16491.166,4622.241,6761.889,2165.889,6503.212,2212.038,7671.409,2304.682,9666.551,2458.406,19435.5,2170.76,10946.224,2746.791,6341.797,2347.984,12508.147,1251.443,5800.023,2280.148,7672.946,2406.902,13186.806,2165.23,26953.881,2632.853,17559.545,2376.367
302,30.1,15587.077,2501.859,16478.574,4619.778,6800.556,2158.178,6485.65,2203.75,7642.364,2296.045,9625.203,2464.638,19372.4,2164.26,10918.224,2746.687,6353.141,2352.5,12499.737,1250.934,5783.284,2281.807,7673.533,2398.533,13127.035,2164.54,26946.119,2631.893,17541.43,2376.215
303,30.2,15604.73,2496.769,16467.797,4619.759,6751.222,2173.322,6466.913,2206.212,7542.924,2124.258,9614.044,2449.391,19402.32,2171.02,10907.358,2739.209,6341.125,2353.109,12466.312,1257.344,5803.943,2283.659,7653.511,2407.207,13106.867,2159.319,26894.387,2633.8,17402.621,2370.823
304,30.3,15529.577,2503.141,16423.777,4611.259,6763.678,2170.678,6440.125,2199.025,7581.591,2132.045,9576.479,2458.348,19332.0,2163.04,10880.104,2743.492,6345.672,2358.125,12418.131,1252.59,5793.455,2287.534,7655.043,2406.522,13036.54,2158.265,26903.867,2621.787,17295.037,2379.101
305,30.4,15495.808,2503.795,16427.314,4634.926,6758.733,2175.1,6431.775,2205.375,7573.879,2123.636,9543.333,2452.29,19278.52,2162.0,10900.299,2751.642,6332.0,2350.766,12427.328,1251.492,5809.705,2278.455,7682.13,2405.217,13002.814,2155.425,26891.84,2635.173,17416.0,2368.557
306,30.5,15457.025,2497.269,16387.703,4606.556,6752.467,2164.533,6409.038,2200.012,7488.742,1892.985,9770.188,2434.797,19219.02,2163.88,10898.328,2747.104,6298.094,2352.125,12424.065,1254.59,5785.784,2282.409,7635.511,2406.152,12976.93,2156.903,26878.32,2638.52,17368.203,2370.975
307,30.6,15492.82,2481.154,16431.26,4617.796,6754.344,2162.956,6374.075,2200.825,7520.651,1893.545,9729.521,2435.551,19242.74,2169.5,10866.955,2761.239,6308.375,2341.828,12400.508,1257.016,5782.716,2281.364,7640.848,2407.957,12921.77,2159.796,26868.854,2635.72,17324.051,2370.823
308,30.7,15476.91,2494.218,16314.777,4588.0,6738.967,2172.511,6351.562,2206.438,7514.697,1881.621,9700.797,2427.304,19219.619,2152.14,10904.344,2757.851,6299.797,2347.391,12329.442,1259.754,5788.114,2279.386,7630.891,2401.511,12869.115,2164.726,26853.094,2633.04,17272.848,2372.025
309,30.8,15458.692,2490.782,16312.352,4589.537,6755.733,2163.189,6328.587,2204.337,7521.5,1894.985,9641.42,2439.58,19207.119,2167.78,10855.985,2755.015,6232.016,2357.078,12321.606,1256.459,5758.761,2283.489,7623.859,2399.196,12826.717,2164.327,26880.561,2635.013,17240.924,2372.709
310,30.9,15436.346,2494.064,16286.148,4579.629,6727.056,2170.444,6294.05,2206.363,7391.439,1613.712,9592.623,2441.217,19183.961,2169.32,10905.119,2758.508,6224.766,2350.406,12310.508,1252.262,5773.261,2279.886,7604.446,2411.489,12814.699,2161.027,26778.199,2628.0,17245.545,2366.582
311,31.0,15388.5,2488.308,16318.037,4568.352,6726.611,2167.689,6267.925,2204.988,7411.667,1618.061,9522.305,2435.029,19170.359,2161.08,10857.119,2765.701,6212.0,2266.141,12319.688,1256.229,5765.159,2278.477,7577.978,2399.033,12742.266,2165.487,26790.826,2623.2,17226.898,2365.62
312,31.1,15402.243,2492.692,16290.277,4576.204,6704.867,2168.989,6262.35,2207.025,7423.849,1615.651,9178.898,2476.232,19224.9,2153.16,10804.074,2758.448,6245.25,2267.141,12264.853,1250.557,5757.534,2284.341,7561.859,2394.935,12686.505,2164.947,26781.094,2628.307,17203.506,2363.861
313,31.2,15354.013,2495.359,16241.093,4572.574,6670.589,2167.244,6263.55,2214.65,7417.697,1614.288,9115.42,2489.898,19215.74,2163.54,10789.94,2760.597,6246.438,2270.703,12270.951,1245.328,5752.591,2277.034,7629.174,2397.043,12617.133,2162.15,26689.574,2633.6,17186.393,2369.582
314,31.3,15315.808,2490.577,16189.056,4548.111,6659.167,2168.789,6262.575,2214.863,7396.091,1611.424,9088.174,2482.319,19173.779,2159.78,10791.448,2752.881,6230.234,2271.453,12236.819,1253.836,5721.136,2281.114,7593.837,2401.109,12602.531,2159.372,26691.494,2630.307,17151.051,2362.165
315,31.4,15306.948,2497.09,15653.519,4725.111,6691.133,2162.4,6247.962,2208.525,7419.818,1611.97,9081.855,2487.102,19126.141,2160.56,10755.955,2755.806,6096.344,2350.641,12196.263,1255.902,5734.455,2279.102,7589.152,2396.554,12513.797,2161.77,26701.174,2618.84,17165.455,2362.911
316,31.5,15299.59,2499.423,15637.481,4718.019,6710.544,2165.533,6245.15,2205.988,7344.667,1620.0,9093.449,2494.797,19114.359,2166.7,10748.09,2757.418,6194.75,2265.953,12151.558,1249.82,5749.0,2283.239,7572.761,2398.848,12465.23,2156.071,26682.279,2630.2,17105.836,2362.76
317,31.6,15212.897,2499.692,15640.926,4702.629,6709.467,2169.889,6222.475,2211.15,7418.591,1875.879,9032.377,2485.464,19069.34,2160.78,10712.313,2756.239,6192.188,2278.578,12146.196,1249.951,5742.955,2275.591,7569.522,2397.957,12419.194,2160.221,26602.359,2630.533,17094.076,2363.506
318,31.7,15206.487,2486.833,15706.333,4695.037,6734.022,2175.756,6223.212,2210.5,7463.288,2315.318,9046.725,2486.783,19100.859,2161.72,10716.179,2743.463,6079.5,2350.781,12145.41,1254.328,5725.477,2276.955,7536.293,2403.13,12328.85,2161.106,26621.934,2615.693,17018.088,2366.139
319,31.8,15215.833,2487.41,15748.167,4701.204,6705.889,2170.978,6238.075,2213.163,7526.091,2303.045,9027.0,2488.174,19076.221,2157.48,10674.433,2753.328,6085.953,2342.156,12130.558,1248.148,5728.614,2278.534,7534.815,2406.185,12290.442,2166.796,26543.053,2627.947,17008.861,2362.139
320,31.9,15107.77,2499.872,15750.537,4679.815,6702.889,2167.522,6217.788,2210.962,7561.561,2305.606,9016.985,2488.464,19000.6,2167.14,10677.91,2750.597,6062.672,2344.047,10041.983,872.279,5719.841,2284.602,7522.565,2395.902,12247.062,2160.071,26502.627,2623.213,16999.646,2357.734
321,32.0,15137.859,2491.615,15729.37,4685.185,6709.111,2163.967,6183.388,2212.05,7544.651,2304.485,9010.305,2477.696,19026.279,2152.46,10706.642,2746.716,6092.266,2340.125,12113.901,1254.525,5704.5,2276.739,7507.891,2403.141,12149.734,2157.796,26490.066,2631.667,16968.684,2363.721
322,32.1,15139.82,2484.269,15650.556,4680.129,6680.444,2166.878,6209.95,2209.95,7652.364,2285.152,9009.594,2494.014,18971.34,2163.26,10690.851,2755.179,6057.5,2355.984,12049.181,1255.803,5698.625,2280.773,7503.359,2404.543,12113.85,2158.54,26451.68,2622.6,16950.189,2370.747
323,32.2,15100.603,2494.205,15673.556,4688.944,6683.767,2170.211,6183.2,2210.212,7677.667,2290.348,8972.203,2491.13,18920.42,2161.2,10671.746,2755.433,6022.766,2347.312,9947.36,864.18,5699.08,2274.966,7451.554,2400.935,12097.495,2158.947,26410.24,2620.453,16927.494,2364.874
324,32.3,15054.077,2488.077,15608.426,4682.889,6685.922,2161.322,6173.987,2210.812,7687.788,2288.424,8922.377,2482.667,18830.539,2164.32,10631.418,2757.552,5987.656,2350.859,11982.196,1250.115,5685.318,2279.784,7502.196,2398.196,12024.788,2166.823,26393.119,2620.533,16911.658,2361.101
325,32.4,15053.628,2485.59,15646.704,4668.574,6695.578,2167.811,6176.05,2208.975,7638.121,2289.015,8905.188,2480.667,18840.68,2161.66,10643.791,2762.522,5957.953,2348.172,9871.935,869.229,5675.659,2276.034,7504.967,2401.207,11948.991,2167.487,26400.174,2625.053,16861.012,2371.494
326,32.5,15019.448,2492.385,15649.204,4656.5,6677.2,2173.344,6140.65,2203.85,7658.667,2279.015,9193.985,2454.014,18806.92,2160.0,10627.731,2758.552,5954.75,2338.812,9848.508,867.639,5673.193,2279.159,7493.5,2395.837,11939.301,2167.265,26379.961,2624.2,16843.822,2362.354
327,32.6,14985.603,2490.051,15583.148,4642.426,6675.122,2170.8,6131.812,2208.2,7622.561,2286.136,9163.392,2456.696,18701.5,2161.12,10597.896,2751.582,5919.203,2351.453,9793.36,868.803,5666.045,2283.125,7462.674,2397.054,11892.089,2164.929,26377.574,2617.933,16854.037,2359.063
328,32.7,14945.346,2487.321,15594.796,4630.426,6697.645,2162.489,6150.05,2204.375,7637.591,2289.864,9184.769,2452.87,18616.92,2164.48,10586.254,2751.508,5922.188,2339.297,9748.049,865.475,5679.011,2284.648,7440.543,2398.152,11865.089,2167.575,26365.014,2610.333,16824.178,2366.899
329,32.8,14423.538,2519.513,15606.093,4652.241,6669.022,2161.033,6131.05,2209.75,7607.364,2291.742,9145.754,2463.754,18551.6,2160.56,10605.344,2753.567,5916.297,2348.297,9679.655,868.328,5660.727,2288.307,7448.609,2402.38,11798.08,2168.664,26365.307,2615.933,16781.379,2356.279
330,32.9,14382.257,2511.5,15562.944,4628.444,6670.122,2173.367,6130.038,2213.188,7572.849,2297.439,9125.928,2449.826,18494.779,2165.52,10561.104,2748.358,5890.438,2337.641,9622.017,864.771,5653.659,2284.477,7461.37,2396.957,11773.619,2165.558,26310.133,2618.933,16789.646,2357.937
331,33.0,14407.448,2512.321,15555.574,4632.778,6687.056,2168.722,6105.975,2204.312,7568.455,2300.561,9110.507,2464.638,18434.98,2171.6,10556.701,2753.657,5887.438,2350.141,9564.377,869.82,5643.068,2280.307,7435.413,2394.967,11737.92,2166.841,26261.16,2622.933,16747.152,2356.646
332,33.1,14342.0,2514.526,15554.389,4641.981,6668.056,2165.1,6099.625,2212.725,7553.636,2304.773,9097.159,2463.652,18338.461,2165.06,10512.209,2753.746,5860.0,2341.609,9586.836,869.082,5647.455,2279.477,7431.554,2395.359,11713.823,2167.212,26261.561,2628.747,16708.418,2363.57
333,33.2,14315.987,2523.321,15469.223,4636.167,6669.633,2166.367,6100.862,2211.038,7556.5,2305.606,9083.131,2453.681,18315.961,2161.66,10535.194,2755.567,5833.047,2356.297,9520.606,866.787,5625.443,2267.727,7426.663,2391.359,11641.85,2161.549,26245.213,2614.253,16690.506,2356.646
334,33.3,14289.487,2503.154,15494.074,4629.333,6659.767,2175.978,6078.7,2209.625,7536.045,2290.409,9121.507,2459.435,18107.939,2172.88,10473.508,2748.582,5841.328,2349.078,9470.278,872.41,5652.489,2275.455,7415.37,2404.0,11661.035,2165.982,26217.826,2626.04,16685.746,2364.266
335,33.4,14263.757,2504.039,15457.463,4621.0,6597.589,2167.756,6078.837,2202.2,7578.333,2283.242,9123.782,2462.029,18069.641,2166.62,10462.0,2749.149,5796.0,2353.875,9480.065,869.213,5628.352,2276.409,7403.217,2389.337,11616.69,2165.398,26175.52,2617.773,16657.797,2359.874
336,33.5,14251.859,2509.769,15459.186,4631.556,6627.511,2168.522,6060.725,2199.625,7529.561,2285.091,9081.521,2462.232,18064.26,2165.48,10475.627,2759.119,5814.781,2275.891,11911.918,1256.197,5615.966,2287.58,7365.522,2395.87,11581.203,2165.115,26211.414,2627.347,16629.012,2361.886
337,33.6,14273.603,2507.115,15431.796,4611.444,6600.989,2167.5,6039.188,2206.975,7584.303,2289.909,9108.377,2459.087,18014.859,2178.68,10431.791,2762.299,5806.484,2274.125,9454.033,868.639,5613.477,2271.659,7368.467,2392.717,11521.814,2162.319,26166.586,2618.613,16592.418,2355.279
338,33.7,14238.436,2505.154,15399.63,4606.037,6612.156,2177.589,6019.4,2200.738,7605.561,2284.742,9107.826,2457.652,17921.939,2161.76,10412.97,2759.925,5785.156,2266.641,11844.574,1252.607,5611.955,2278.693,7349.902,2397.163,11491.699,2169.035,26128.707,2618.64,16554.873,2360.608
339,33.8,14226.628,2510.936,15387.314,4605.389,6577.8,2171.433,5995.487,2211.738,7574.197,2285.076,9107.231,2458.855,17947.68,2163.8,10433.074,2755.791,5745.25,2264.625,11834.278,1245.443,5608.011,2274.614,7311.272,2394.087,11464.797,2170.319,26124.334,2618.04,16530.531,2368.43
340,33.9,14195.167,2508.141,15310.889,4601.481,6606.433,2173.067,5986.413,2206.85,7598.742,2291.955,9094.869,2461.507,18040.76,2148.56,10405.597,2742.896,5735.297,2269.438,9409.0,867.475,5584.432,2281.807,7315.25,2400.543,11410.797,2166.274,26118.0,2615.373,16533.139,2362.392
341,34.0,14175.308,2502.974,15347.074,4597.167,6591.011,2168.433,5970.7,2203.025,7579.636,2284.318,9100.188,2467.043,18008.619,2146.08,10363.254,2745.373,5691.016,2264.141,11778.951,1250.918,5580.08,2274.989,7301.88,2388.772,11615.194,2152.531,26031.146,2609.08,16492.455,2355.797
342,34.1,14168.308,2500.487,15317.019,4602.871,6558.978,2166.344,5973.05,2210.837,7560.151,2287.894,9076.826,2449.188,18014.32,2148.1,10376.851,2745.164,5691.812,2272.203,9349.181,870.557,5570.932,2276.534,7322.065,2402.065,11559.54,2144.407,26036.053,2622.267,16442.012,2356.975
343,34.2,14121.757,2494.461,15287.814,4597.129,6566.011,2167.533,5958.638,2206.688,7552.833,2289.167,9069.305,2454.449,18035.199,2143.88,10369.985,2744.851,5657.484,2278.781,9285.804,868.754,5580.648,2280.523,7308.891,2395.891,11575.902,2149.15,26045.254,2614.76,16425.305,2360.519
344,34.3,14113.448,2502.91,15286.963,4588.556,6570.0,2173.589,5952.087,2202.55,7540.591,2283.121,9082.536,2455.362,17989.199,2145.46,10330.955,2756.299,5657.609,2269.625,9265.476,871.672,5569.761,2276.807,7305.489,2400.946,11512.734,2152.637,26007.268,2613.013,16391.734,2360.279
345,34.4,14094.0,2502.564,15276.277,4571.371,6589.0,2163.333,5953.25,2212.988,7539.924,2283.939,9073.898,2443.681,17716.0,2152.84,10317.94,2749.91,5638.203,2266.625,9228.59,868.18,5554.489,2273.682,7284.924,2399.674,11444.778,2153.496,25979.854,2613.173,16387.898,2360.633
346,34.5,14108.782,2502.564,15254.87,4568.352,6611.622,2168.844,5920.325,2208.637,7533.061,2288.652,9053.29,2458.913,17818.16,2149.38,10313.0,2753.925,5633.0,2270.953,9209.754,869.377,5543.261,2280.352,7270.902,2385.783,11427.451,2150.841,25923.92,2611.347,16358.291,2367.671
347,34.6,14077.615,2493.949,15257.333,4565.815,6564.656,2161.378,5955.438,2208.475,7479.061,2302.455,9047.29,2447.449,17802.859,2156.66,10334.0,2740.761,5605.344,2258.359,9188.737,865.016,5536.227,2277.432,7263.87,2398.685,11372.026,2151.619,25912.506,2618.987,16400.393,2355.519
348,34.7,14083.897,2496.218,15299.574,4530.185,6586.8,2174.367,5913.087,2211.425,7467.955,2290.879,9034.42,2453.623,17832.98,2146.42,10264.687,2744.388,5574.031,2256.984,9217.213,865.262,5529.761,2278.136,7259.217,2389.728,11352.982,2151.168,25928.346,2600.2,16353.898,2366.557
349,34.8,14022.795,2504.487,15272.704,4543.667,6567.067,2164.8,5941.288,2215.988,7477.621,2299.136,8993.942,2465.841,17878.859,2159.78,10211.597,2753.776,5592.328,2256.734,9176.672,867.393,5517.557,2273.443,7256.337,2395.848,11307.974,2147.469,25883.906,2618.813,16315.063,2359.506
350,34.9,14026.397,2496.808,15309.611,4552.037,6609.645,2172.589,5929.45,2208.3,7507.788,2298.0,9001.435,2459.174,17818.58,2153.86,10219.328,2742.91,5576.938,2262.406,11546.983,1250.41,5506.409,2279.239,7227.815,2389.967,11243.035,2149.345,25877.014,2598.853,16277.418,2359.152
351,35.0,14054.962,2513.756,15254.056,4562.796,6602.456,2165.433,5917.25,2213.012,7485.773,2291.97,8981.826,2455.116,17854.119,2149.02,10222.91,2751.209,5542.875,2255.859,9134.229,862.557,5508.034,2270.545,7255.217,2401.228,11203.717,2150.186,25800.066,2611.4,16267.342,2363.418
352,35.1,14024.282,2502.897,15275.648,4565.407,6556.855,2170.756,5892.925,2212.738,7432.409,2125.894,8966.131,2452.188,17834.641,2160.26,10211.865,2746.313,5515.641,2270.359,9086.771,872.525,5518.761,2278.08,7246.228,2388.62,11154.743,2144.257,25830.666,2610.627,16244.811,2358.443
353,35.2,14016.897,2501.795,15233.87,4539.074,6551.656,2166.967,5890.987,2210.975,7451.485,1885.167,8992.464,2455.667,17800.721,2152.46,10156.388,2748.343,5521.0,2266.156,11480.345,1249.639,5497.659,2278.261,7237.826,2386.413,11116.248,2148.938,25768.506,2620.573,16219.189,2360.658
354,35.3,14027.936,2503.679,15235.167,4539.519,6532.267,2164.744,5879.038,2207.95,7447.485,1887.106,9019.71,2449.812,17770.221,2150.22,10138.851,2755.746,5521.156,2271.281,11461.935,1252.672,5480.591,2277.886,7224.033,2391.076,11067.451,2149.584,25803.254,2606.427,16201.152,2356.114
355,35.4,14015.948,2506.564,15223.444,4537.093,6534.022,2168.289,5871.975,2207.562,7400.621,1607.561,8960.638,2456.797,17772.461,2154.3,10145.254,2751.761,5497.438,2260.797,9056.196,867.393,5484.023,2277.114,7188.348,2389.446,11014.93,2152.292,25742.146,2609.56,16164.848,2357.468
356,35.5,14025.423,2498.167,15172.704,4511.871,6549.956,2172.156,5849.875,2209.438,7388.818,1603.561,8938.769,2450.478,17722.779,2156.52,10123.104,2751.985,5499.688,2266.219,11399.688,1254.262,5487.273,2275.625,7196.587,2389.967,10972.77,2147.965,25729.586,2599.16,16119.266,2365.203
357,35.6,14017.013,2498.782,15160.723,4496.741,6552.211,2167.789,5842.288,2207.425,7235.818,1300.879,8944.0,2454.188,17520.641,2141.98,10098.433,2739.343,5484.109,2263.672,11343.655,1253.016,5476.25,2274.352,7171.989,2398.652,10949.93,2151.912,25736.133,2615.92,16065.431,2359.291
358,35.7,13990.987,2500.0,15180.093,4494.371,6554.156,2162.033,5863.425,2204.288,7285.197,1299.394,8944.928,2453.073,17561.18,2154.38,10083.791,2749.776,5467.469,2264.062,11334.246,1253.541,5450.023,2269.136,7156.87,2389.022,10868.602,2146.354,25714.066,2609.6,16055.722,2363.114
359,35.8,13989.859,2498.051,15118.537,4487.981,6544.222,2173.355,5838.612,2208.15,7382.151,1598.242,8926.188,2455.464,17580.061,2148.56,10067.045,2752.239,5482.359,2254.844,11294.312,1248.492,5443.807,2281.727,7267.761,2400.467,10808.584,2151.991,25709.961,2600.547,16016.709,2357.228
360,35.9,13930.025,2493.397,15187.87,4478.519,6560.4,2167.156,5849.625,2200.05,7376.303,1880.924,8883.072,2456.884,17597.721,2158.9,10057.224,2741.582,5456.516,2263.922,11312.64,1253.59,5428.773,2278.045,7270.989,2393.967,10794.168,2149.212,25662.32,2604.707,15981.443,2354.57
361,36.0,14374.513,2472.718,15132.074,4459.444,6544.833,2170.967,5804.975,2202.962,7387.667,2297.409,8894.464,2459.913,17591.779,2162.1,10016.508,2743.776,5463.281,2261.172,11258.229,1252.033,5440.943,2278.602,7233.848,2391.598,10762.486,2149.301,25582.812,2605.253,15931.367,2367.051
362,36.1,13927.154,2493.205,15127.667,4456.5,6550.967,2167.911,5778.225,2208.163,7439.015,2294.485,8890.536,2451.971,17528.9,2157.94,10012.209,2746.567,5420.422,2261.5,11244.688,1249.574,5412.545,2277.989,7195.098,2389.728,10713.717,2149.726,25667.08,2605.96,15920.431,2351.139
363,36.2,13959.295,2502.321,15099.852,4461.907,6562.689,2167.556,5766.35,2207.062,7396.151,2296.576,8866.855,2454.087,17545.881,2159.9,9997.508,2737.522,5418.938,2252.844,8817.442,866.721,5407.693,2278.977,7219.826,2391.098,10646.876,2153.77,25535.387,2607.907,15911.342,2355.367
364,36.3,13959.0,2495.474,15029.574,4409.296,6559.344,2166.056,5737.163,2208.25,7486.591,2283.742,8861.754,2456.087,17456.24,2154.64,9949.299,2739.701,5431.844,2261.562,11226.115,1253.738,5406.557,2272.295,7209.011,2398.272,10588.628,2152.257,25571.506,2603.213,15902.772,2360.253
365,36.4,13981.205,2506.321,15084.481,4431.629,6527.322,2169.222,5728.587,2208.387,7480.985,2290.03,8832.884,2450.464,17422.699,2147.02,9948.537,2744.134,5404.688,2275.469,11207.36,1256.066,5414.17,2277.818,7185.511,2389.902,10562.035,2151.354,25553.826,2597.84,15887.937,2350.608
366,36.5,13931.757,2489.192,15140.741,4452.407,6541.456,2163.456,5741.525,2205.45,7392.985,2288.015,8805.246,2458.319,17415.18,2149.44,9937.328,2735.522,5423.734,2265.766,11185.524,1257.049,5404.477,2276.716,7151.239,2397.478,10516.486,2145.92,25561.199,2595.947,15824.418,2361.937
367,36.6,13903.346,2495.013,15136.611,4435.148,6536.711,2168.4,5714.212,2206.462,7308.727,2273.273,8778.174,2448.116,17264.92,2161.8,9886.135,2743.672,5406.141,2257.828,11170.508,1250.738,5402.352,2271.42,7113.554,2393.565,10368.257,2155.221,25521.426,2604.427,15822.886,2361.342
368,36.7,13863.923,2492.141,15067.148,4425.537,6522.944,2164.422,5707.975,2205.387,7300.606,2293.152,8966.551,2438.522,17192.779,2155.68,9921.358,2741.91,5401.672,2260.594,11139.295,1250.41,5397.886,2271.705,7173.783,2394.424,10342.549,2156.681,25568.826,2600.707,15829.367,2350.848
369,36.8,13902.654,2498.744,15022.963,4432.537,6508.422,2167.278,5688.575,2202.15,7424.182,2277.667,8967.652,2428.232,17118.74,2164.66,9843.283,2749.836,5370.453,2264.172,11139.295,1253.41,5385.511,2274.489,7176.913,2392.609,10282.655,2157.823,25486.68,2598.747,15736.886,2353.721
370,36.9,13842.18,2494.423,15048.741,4438.056,6497.733,2168.822,5673.788,2204.887,7408.303,2273.015,8931.841,2433.812,17110.82,2150.58,9832.492,2736.955,5357.734,2264.547,11137.737,1251.459,5385.886,2272.341,7161.217,2390.087,10209.39,2150.327,25471.986,2596.16,15726.304,2361.443
371,37.0,13869.5,2494.077,14983.314,4424.963,6505.1,2162.056,5680.112,2203.625,7358.136,2269.864,8966.435,2433.638,17052.4,2154.24,9816.91,2734.91,5353.188,2262.016,11131.033,1252.885,5376.773,2277.011,7123.913,2393.163,10192.717,2149.761,25420.812,2587.6,15707.102,2357.114
372,37.1,13849.82,2492.808,14952.537,4420.593,6510.267,2169.978,5654.975,2198.538,7295.318,2271.167,8933.841,2423.841,16977.98,2157.26,9826.135,2746.06,5327.312,2266.078,8772.688,869.852,5361.557,2272.773,7104.989,2386.511,10137.832,2155.071,25442.32,2602.44,15672.62,2354.342
373,37.2,13835.846,2502.141,14891.63,4412.241,6488.9,2171.533,5645.725,2205.575,7291.409,2283.803,8948.942,2427.246,16961.439,2148.58,9821.672,2749.224,5323.625,2261.156,11088.065,1246.525,5361.341,2266.761,7077.989,2386.141,10100.08,2151.646,25412.547,2595.093,15647.709,2351.279
374,37.3,13832.333,2496.295,14848.389,4404.611,6513.611,2167.344,5634.312,2208.387,7171.515,2275.288,8920.131,2433.058,16952.1,2148.78,9832.761,2746.104,5305.484,2268.609,8731.442,868.066,5379.125,2281.136,7086.37,2393.37,10061.106,2148.982,25405.334,2598.107,15631.709,2358.228
375,37.4,13779.397,2495.782,14813.537,4389.722,6487.667,2171.3,5612.587,2214.363,7253.955,2272.652,8921.956,2431.058,16864.4,2154.24,9786.0,2748.642,5287.266,2260.219,8704.508,871.279,5384.136,2274.67,7092.772,2388.424,10008.558,2151.0,25333.586,2609.147,15611.886,2358.456
376,37.5,13799.025,2498.474,14823.111,4385.852,6491.711,2166.656,5616.725,2206.637,7162.773,2256.985,8880.985,2430.783,16754.939,2154.28,9785.761,2748.761,5318.297,2255.547,8674.574,869.918,5373.557,2280.114,7100.033,2388.707,9950.699,2156.584,25353.174,2594.107,15564.962,2352.924
